imagen,video,audio,animalLabel
,,,Q11322366
,,,Q11322393
,,,Q11322394
,,,Q11322435
,,,Hartley
http://commons.wikimedia.org/wiki/Special:FilePath/Satono%20Crown%20IMG%205697r%2020160214.JPG,,,Satono Crown
http://commons.wikimedia.org/wiki/Special:FilePath/Sinhalite%20IMG%209802r%2020160410.jpg,,,Sinhalite
http://commons.wikimedia.org/wiki/Special:FilePath/Jeweler%20horse%20IMG%209924r%2020160410.JPG,,,Jeweler
http://commons.wikimedia.org/wiki/Special:FilePath/Oju%20Chosan-20161223.jpg,,,Oju Chosan
,,,Ambitious
,,,Dee Majesty
,,,Moanin
,,,Tiny Dancer
,,,Reve Mistral
,,,Mount Robson
http://commons.wikimedia.org/wiki/Special:FilePath/Lani%20Hyacinth-Stakes%202016.jpg,,,Lani
http://commons.wikimedia.org/wiki/Special:FilePath/Sound-True%20IMG%201296r%20R%2020150523.JPG,,,Sound True
http://commons.wikimedia.org/wiki/Special:FilePath/Satono%20Diamond%20IMG%204503r%2020160207.JPG,,,Satono Diamond
,,,Saint Memory
,,,Q24877159
,,,Sea Chimes
,,,Gemix
,,,Quiet Fling
,,,Favourable Terms
,,,Rajeem
,,,Saddlers' Hall
,,,Nahoodh
,,,Zahrat Dubai
,,,Be My Native
,,,Daliapour
,,,Easter Sun
,,,Sunshack
,,,Merry Walker
,,,Mohaymen
,,,Galileo Gold
,,,Brody's Cause
,,,Cathryn Sophia
,,,The Gurkha
,,,Awtaad
http://commons.wikimedia.org/wiki/Special:FilePath/Pleascach.jpg,,,Pleascach
,,,Cloth of Stars
,,,Big Blue Kitten
,,,Medaaly
,,,Thistlecrack
,,,Djakadam
,,,Caleb's Posse
,,,Robinson de Lafont*de Massa
,,,Insert Gédé
,,,Alphabatim
,,,Be My Chief
,,,Tizway
,,,Dutch Art
,,,Autumn Dew
,,,Take Your Place
,,,Sporting Yankee
,,,Most Happy Fella
,,,Al Hareb
,,,Seattle Rhyme
,,,Fast Clip
,,,Lujain
,,,Wiggle It Jiggleit
,,,Three Oh's
,,,Formal Gold
http://commons.wikimedia.org/wiki/Special:FilePath/Patrick%20with%20ribbon.jpg,,,GTR Patricks Vindicator
,,,Go Boy's Shadow
,,,Haynes Peacock
,,,Wilhelm Tell II
,,,Sultan's Great Day
,,,Rex McDonald
,,,Bourbon King
,,,Shaker's Shocker
,,,Harrison Chief
,,,Ebony Masterpiece
http://commons.wikimedia.org/wiki/Special:FilePath/Bud%20Dunn%20and%20Dark%20Spirit%27s%20Rebel.jpg,,,Dark Spirit's Rebel
,,,Supreme Sultan
,,,Valley View Supreme
,,,El Shahbaa
,,,Goldream
,,,El Samraa
,,,Blue Blue Sea
,,,Star of Seville
,,,Red Splash
,,,Thrown In
,,,Easter Hero
,,,Brendan's Cottage
,,,Poet Prince
,,,Roman Hackle
,,,Medoc II
,,,Red Rower
,,,Fortina
,,,Silver Fame
,,,Knock Hard
,,,Gay Donald
,,,Four Ten
,,,Limber Hill
,,,Linwell
http://commons.wikimedia.org/wiki/Special:FilePath/Ben%27s%20Cat.jpg,,,Ben's Cat
,,,Somali Lemonade
http://commons.wikimedia.org/wiki/Special:FilePath/LadyEli.jpg,,,Lady Eli
,,,Commander Collins
,,,Beauchamp King
,,,Emmson
,,,Habat
,,,Tachypous
http://commons.wikimedia.org/wiki/Special:FilePath/Edwina%20Tops-Alexander%20%26%20Cevo%20Itot%20du%20Ch%C3%A2teau%20-%202013%20Longines%20Global%20Champions%20Tour.jpg,,,Itot du Chateau
,,,Podosis
,,,Thor des Chaines
,,,Top Gun La Silla
http://commons.wikimedia.org/wiki/Special:FilePath/Bork%20Rigel%202011.jpg,,,Bork Rigel
http://commons.wikimedia.org/wiki/Special:FilePath/Marvellous%20%28horse%29.jpg,,,Marvellous
,,,Broadway Dancer
,,,Cloonlara
,,,Cry of Truth
,,,Holocauste
,,,Gallinule
,,,Q18016238
,,,Q18016265
,,,Q18016266
,,,Lombard
,,,Warrior
,,,Orphee des Blins
,,,Flirting Around
,,,Hittite Glory
,,,Manado
,,,Mariacci
,,,Mrs McArdy
,,,Nobiliary
,,,Pharly
,,,Riverqueen
,,,Sanedtki
,,,Siberian Express
,,,Super Concorde
,,,Taghrooda
,,,Theia
,,,Val de l'Orne
,,,Vitiges
http://commons.wikimedia.org/wiki/Special:FilePath/Bayern%20Preakness.jpg,,,Bayern
,,,Gallo Blue Chip
,,,Godswalk
,,,Magnificient Style
,,,Main Sequence
,,,Sea Sovereign
,,,Sir Taurus
http://commons.wikimedia.org/wiki/Special:FilePath/Untapable.jpg,,,Untapable
http://commons.wikimedia.org/wiki/Special:FilePath/War%20Front%20%2841354479555%29.jpg,,,War Front
,,,Bay Express
,,,Double Form
,,,Adelaide
,,,Ballydoyle
,,,Gentilhombre
,,,Gunner B
,,,Homing
,,,Integral
,,,Empire Glory
,,,Hoist The King
,,,Lichine
,,,Lochnager
,,,May Hill
http://commons.wikimedia.org/wiki/Special:FilePath/Mukhadram.JPG,,,Mukhadram
,,,Oats
,,,Orange Bay
,,,Pasty
,,,Relkino
,,,Rizeena
,,,Roussalka
,,,Shangamuzo
http://commons.wikimedia.org/wiki/Special:FilePath/Slade%20Power.jpg,,,Slade Power
,,,Telescope
http://commons.wikimedia.org/wiki/Special:FilePath/Sergei%20Filatov%201960.jpg,,,Absent
http://commons.wikimedia.org/wiki/Special:FilePath/Linda%20Algotsson%20La%20Fair%20cross%20country%20London%202012.jpg,,,La Fair
http://commons.wikimedia.org/wiki/Special:FilePath/Barraques%20horse.jpeg,,,Barraques
,,,Baltic Baroness
http://commons.wikimedia.org/wiki/Special:FilePath/Artiste%20Royal%2020071125P1.jpg,,,Artiste Royal
,,,Alfred Nobel
http://commons.wikimedia.org/wiki/Special:FilePath/Kazenoko%20Champions-Cup%202014.jpg,,,Kazenoko
,,,Q18236616
http://commons.wikimedia.org/wiki/Special:FilePath/Satono-Noblesse%20IMG%208174%2020130922.JPG,,,Satono Noblesse
http://commons.wikimedia.org/wiki/Special:FilePath/Snow-Dragon%20Takamatsunomiya-Kinen%202014.jpg,,,Snow Dragon
,,,Ted
http://commons.wikimedia.org/wiki/Special:FilePath/Dia-de-la-Madre%20IMG%200260-2%2020131110.JPG,,,Dia de la Madre
http://commons.wikimedia.org/wiki/Special:FilePath/Decipher%20Chunichi%20Shimbun%20Hai%202015%28IMG1%29.jpg,,,Decipher
,,,Track O
,,,Best Warrior
,,,Hokei
,,,Q18236648
http://commons.wikimedia.org/wiki/Special:FilePath/Meiner%20Medalist%20Meguro%20Kinen%202014.jpg,,,Meiner Medalist
http://commons.wikimedia.org/wiki/Special:FilePath/Mikki-Dream%20IMG%207388-2%2020140419.JPG,,,Mikki Dream
http://commons.wikimedia.org/wiki/Special:FilePath/Love-is-Boo-Shet%20Tenno-Sho%28Autumn%29%202014.jpg,,,Love is Boo Shet
,,,Q18236677
,,,Albertus Maximus
,,,Strong Mandate
,,,Arcano
http://commons.wikimedia.org/wiki/Special:FilePath/Red%20Cadeaux%2020121125a.jpg,,,Red Cadeaux
,,,Valkyrie Diva
http://commons.wikimedia.org/wiki/Special:FilePath/Helen%20Langehanenberg%20Damon%20Hill%20NRW%20-%20GP%20-%20WDM%20Mechelen%202013.jpg,,,Damon Hill
,,,Gentle Thoughts
http://commons.wikimedia.org/wiki/Special:FilePath/Admire-Rakti%20IMG%207835-2%2020140504.JPG,,,Admire Rakti
http://commons.wikimedia.org/wiki/Special:FilePath/Air-Saumur%20%2802%29%20IMG%209812-2%2020140607.JPG,,,Air Saumur
http://commons.wikimedia.org/wiki/Special:FilePath/Shonan-Pandora%20IMG%207084%20R%2020141116.JPG,,,Shonan Pandora
,,,Melchbourne
,,,Lianga
,,,Comtesse de Loir
,,,Hippodamia
,,,Dankaro
,,,Q11306433
,,,Xaar
,,,Shian Mor
,,,Q11306934
,,,Cheryl
,,,Sheriff's Star
,,,Shell Game
,,,Shells Lei
,,,Schon wald
,,,Q11307086
,,,Q11307116
,,,Sister Sono
,,,Q11307163
,,,Six Sense
,,,Civil War
,,,Q11307511
,,,Q11307513
,,,Q11307553
,,,Q11307653
,,,Q11307661
,,,Q11307662
,,,Q11307663
,,,Shadow Gate
,,,Shalanaya
,,,Sharrood
,,,Shawanda
,,,Shanghai
,,,Shaadi
,,,Q11308061
,,,Shonan Alba
,,,Syonan Kamp
,,,Q11308124
,,,Q11308125
http://commons.wikimedia.org/wiki/Special:FilePath/Shonan-mighty20120401.jpg,,,Shonan Mighty
,,,Q11308128
http://commons.wikimedia.org/wiki/Special:FilePath/Syoryu-Moon20110130.jpg,,,Shoryu Moon
,,,Q11308135
,,,Q11308267
,,,Shiraoki
,,,Shirayukihime
,,,Serious Attitude
,,,Sirius Symboli
,,,Selene
,,,Silk Justice
,,,Silk Tenzan O
,,,Silk Famous
,,,Q11308348
,,,Q11308349
,,,Q11308350
,,,Q11308353
,,,Silk Mobius
,,,Silver Shark
,,,Silver Spoon
,,,Q11308389
http://commons.wikimedia.org/wiki/Special:FilePath/HK%20HappyValley%20Museum%2060326%20Silver%20Lining.jpg,,,Silver Lining
,,,Silver Land
,,,Silport
,,,Silvano
,,,Q11308427
,,,Silver Hawk
,,,Q11308430
http://commons.wikimedia.org/wiki/Special:FilePath/Shirobee%20IMG%202565%2020130428.JPG,,,Shirobē
,,,Shin Wind
,,,Shin Wolf
,,,Q11308491
http://commons.wikimedia.org/wiki/Special:FilePath/Shingen%2020091101P1.jpg,,,Shingen
,,,Q11308582
,,,Shinko Windy
,,,Q11308584
,,,Q11308585
,,,Q11308587
,,,Shinko Lovely
,,,Q11308590
,,,Q11308657
,,,Q11308699
,,,Q11308700
,,,Q11308701
,,,Q11308702
http://commons.wikimedia.org/wiki/Special:FilePath/Symboli-Rudolf2010.jpg,,,Symboli Rudolf
http://commons.wikimedia.org/wiki/Special:FilePath/Shimmei-Fuji20100411.jpg,,,Shimmei Fuji
,,,Q11308715
http://commons.wikimedia.org/wiki/Special:FilePath/2003-4-13-SheIsTosho.JPG,,,She is Tosho
,,,Q11308753
http://commons.wikimedia.org/wiki/Special:FilePath/Seeking%20the%20Dia%2020061229P.jpg,,,Seeking the Dia
,,,Seeking the Pearl
,,,Q11308765
,,,Cesario
,,,Q11308800
,,,Mattaboy
,,,Mon Tresor
,,,Gallic League
,,,Primo Valentino
,,,Srikandi
,,,Hucklebuck
,,,Dactylographer
,,,Peter Davies
,,,Armiger
,,,Aristotle
,,,Exosphere
,,,Saratoga Springs
,,,Ibn Khaldun
,,,Cellini
,,,Formidable
,,,Rangipo
,,,Mister Majestic
,,,Stalker
,,,Bassenthwaite
,,,Douvan
,,,Ballinode
,,,Koko
,,,Patron Saint
,,,Morse Code
,,,Prince Regent
,,,Mont Tremblant
,,,Rule the World
,,,Kerstin
,,,Roddy Owen
,,,Marcel
,,,Lumiere
,,,Dark Angel
,,,Zagora
http://commons.wikimedia.org/wiki/Special:FilePath/Merman-%28Lily-Langtree-horse%29.png,,,Merman
,,,Wings of Desire
,,,Order of St George
,,,US Army Ranger
,,,Boreal
http://commons.wikimedia.org/wiki/Special:FilePath/CreatorJimDandy.jpg,,,Creator
,,,Apple Tree
http://commons.wikimedia.org/wiki/Special:FilePath/Frosted%20after%20the%20Travers.jpg,,,Frosted
,,,Saint Estephe
,,,Lailani
http://commons.wikimedia.org/wiki/Special:FilePath/Speightstown%20at%20Winstar%20Farms.jpg,,,Speightstown
,,,Sultanina
,,,Shaktiman
,,,Thunder And Roses
,,,Preux Chevalier
,,,Nihilator
,,,La Verdad
,,,Lanfranco
,,,Flim Flam
,,,Harlem Globetrotter
,,,My-My
,,,Sky Watch
,,,Imperator
,,,Buffering
http://commons.wikimedia.org/wiki/Special:FilePath/Billy%20kelly%20with%20earl%20sande.jpg,,,Billy Kelly
,,,RPM
,,,Setting Sun
,,,Balthazar King
,,,Music Show
,,,Timepiece
,,,Dormane
,,,Royal Oak
,,,Furioso
,,,Cencerro
,,,Moe Odin
http://commons.wikimedia.org/wiki/Special:FilePath/Maimarkt%20Mannheim%202014%20-%2051.%20Maimarkt-Turnier-026.JPG,,,Nifrane de Kreisker
http://commons.wikimedia.org/wiki/Special:FilePath/Rodrigo%20Pessoa%20%26%20Cadjanine%20Z%20-%202013%20Longines%20Global%20Champions%20Tour-2.jpg,,,Cadjanine Z
,,,Q25616577
http://commons.wikimedia.org/wiki/Special:FilePath/Nick%20Skelton%20%26%20Arko%20III%202.JPG,,,Arko III
http://commons.wikimedia.org/wiki/Special:FilePath/CHI%20Gen%C3%A8ve%202013%20-%2020131213%20-%20Daniel%20Deusser%20et%20Cornet%20d%27Amour.jpg,,,Cornet d'Amour
http://commons.wikimedia.org/wiki/Special:FilePath/54eme%20CHI%20de%20Gen%C3%A8ve%20-%2020141212%20-%20Patrice%20Delaveau%20et%20Lacrimoso%203.jpg,,,Lacrimoso
http://commons.wikimedia.org/wiki/Special:FilePath/Gerco%20Schr%C3%B6der%206874.jpg,,,London
http://commons.wikimedia.org/wiki/Special:FilePath/Uceko.jpg,,,Uceko
http://commons.wikimedia.org/wiki/Special:FilePath/Pius%20Schwizer%207352.jpg,,,Picsou du Chêne
http://commons.wikimedia.org/wiki/Special:FilePath/WPT2013-CSI5-01-AlvaroAlfonso%20de%20Neto%20Miranda-AD%20Rahmannshofs%20Bogeno-3.JPG,,,AD Rahmannshof's Bogeno
http://commons.wikimedia.org/wiki/Special:FilePath/CHI%20Gen%C3%A8ve%202013%20-%2020131214%20-%20Daniel%20Deusser%20et%20Evita%20Van%20de%20Veldbalie%201.jpg,,,Evita Van de Veldbalie
http://commons.wikimedia.org/wiki/Special:FilePath/2013%20Longines%20Global%20Champions%20-%20Lausanne%20-%2014-09-2013%20-%20Janika%20Sprunger%20et%20Electra%20van%27t%20Roosakker%202.jpg,,,Electra Van T Roosakker
,,,Timekeeper
http://commons.wikimedia.org/wiki/Special:FilePath/Le%20Capucin.jpg,,,Le Capucin
,,,McKinlaigh
,,,Harkaway
http://commons.wikimedia.org/wiki/Special:FilePath/CHI%20Gen%C3%A8ve%202013%20-%2020131213%20-%20Simon%20Delestre%20et%20Qlassic%20Bois%20Margot.jpg,,,Qlassic Bois Margot
,,,Décibelle du Roc
,,,Quirinal
,,,Gigantin
,,,Grannus
,,,Adeline
http://commons.wikimedia.org/wiki/Special:FilePath/Paris%20Eiffel%20Jumping%202018%20-%20Herm%C3%A8s%20Ryan%203.jpg,,,Ryan des Hayettes
,,,Hugo Gesmeray
,,,Rosire
,,,Vagabond de la Pomme
,,,Vigo d'Arsouilles
,,,Sauterelle de la Pomme
,,,Narcotique de Muze II
,,,Joly Jumper
,,,Desperados FRH
,,,Rahotep de Toscane
http://commons.wikimedia.org/wiki/Special:FilePath/Rose-Kingdom20100418.jpg,,,Rose Kingdom
,,,Rosebud
,,,Rose Moon
,,,Rosen Kavalier
http://commons.wikimedia.org/wiki/Special:FilePath/Rosenkreuz%28horse%29%2020061029R1.jpg,,,Rosenkreuz
,,,Q11350948
http://commons.wikimedia.org/wiki/Special:FilePath/Lord%20Kanaloa%20Hankyu%20hai%202013%20%28IMG1%29.jpg,,,Lord Kanaloa
,,,Road Bakushin
,,,Lord Ballina
,,,Lord Prevail
http://commons.wikimedia.org/wiki/Special:FilePath/Robe%20Decollte%2020080520tokyo11race%20paddock.jpg,,,Robe Decollete
http://commons.wikimedia.org/wiki/Special:FilePath/Robe-Tissage%20IMG%207076%2020140412.JPG,,,Robe Tissage
,,,Lawman
,,,Roman Legend
,,,Roman Empire
,,,Roamer
http://commons.wikimedia.org/wiki/Special:FilePath/Laurel%20Guerreiro%2020070527P1.jpg,,,Laurel Guerreiro
,,,Wild More
,,,Wild Rush
,,,Wild Risk
,,,Wild Wonder
,,,Wakao Raiden
,,,Wakakumo
,,,Waka Taisho
,,,Wakia
,,,Wako Chikako
,,,Q11351343
,,,Washington Color
http://commons.wikimedia.org/wiki/Special:FilePath/2003-4-13-Wana.JPG,,,Wana
,,,One Carat
http://commons.wikimedia.org/wiki/Special:FilePath/Wonder-Acute20110522.jpg,,,Wonder Acute
,,,Wonder Speed
http://commons.wikimedia.org/wiki/Special:FilePath/Wonderperfume.JPG,,,Wonder Perfume
http://commons.wikimedia.org/wiki/Special:FilePath/World-Ace20120205%281%29.jpg,,,World Ace
,,,World Cleek
,,,Vice Regent
,,,Vahorimix
http://commons.wikimedia.org/wiki/Special:FilePath/Vancle%20Tateyama%2020080815R1.jpg,,,Vaincre Tateyama
http://commons.wikimedia.org/wiki/Special:FilePath/Vermilion%2020071229P1.jpg,,,Vermilion
http://commons.wikimedia.org/wiki/Special:FilePath/Victory%28horse%29%2020070527P1.jpg,,,Victory
http://commons.wikimedia.org/wiki/Special:FilePath/Verxina%20IMG%207089%20R%2020141116.JPG,,,Verxina
,,,Vintner Mare
http://commons.wikimedia.org/wiki/Special:FilePath/2004-9-11-VitaRosa.JPG,,,Vita Rosa
,,,Venture
,,,Tsukitomo
http://commons.wikimedia.org/wiki/Special:FilePath/%E5%90%89%E5%B7%9D%E5%85%AB%E5%B9%A1%E7%A5%9E%E7%A4%BE%20%E5%BE%A1%E7%A5%9E%E9%A6%AC%E3%81%84%E3%81%A5%E3%82%81.jpg,,,Shinme
,,,Q11602242
,,,Toshihira
,,,Takasago
,,,Demona
,,,B. Helmiina
,,,Charme Asserdal
,,,Classico Merett
,,,Com Karat
,,,Cyna
,,,Erikasson
,,,Friendly Face
,,,Golda Apache
,,,Je T'aime
,,,K.K. Kössi
,,,Kiikun Ihaa
http://commons.wikimedia.org/wiki/Special:FilePath/Commander-in-chief%2C%20Marshal%20Carl%20Gustav%20Mannerheim%20reviewing%20the%20parade%20troops%20in%20Vyborg%2C%201939..jpg,,,Käthy
,,,Niatross
,,,Patrik
,,,Riding Sponsor
,,,She Loves You
,,,Sipori
,,,Tamara
,,,Vekseli
http://commons.wikimedia.org/wiki/Special:FilePath/Viesker.jpg,,,Viesker
,,,Vieteri (hevonen)
http://commons.wikimedia.org/wiki/Special:FilePath/PiiaPantsu.jpg,,,Karuso
,,,Elding
,,,Good As Gold
,,,Sugarcane Hanover
http://commons.wikimedia.org/wiki/Special:FilePath/Tekno%20Odin%20%26%20%C3%98ystein%20Tjomsland.jpg,,,Tekno Odin
http://commons.wikimedia.org/wiki/Special:FilePath/ThaiTanic.jpg,,,Thai Tanic
http://commons.wikimedia.org/wiki/Special:FilePath/Yarrah%20Boko%20%26%20Ulf%20Ohlsson.jpg,,,Yarrah Boko
,,,Registana
,,,Sixteen
,,,Tiumen
http://commons.wikimedia.org/wiki/Special:FilePath/Blackstairmountain.jpg,,,Blackstairmountain
,,,Digby
,,,Marzog
,,,Pay Dirt
,,,Tarok
,,,Othar
,,,Lightning Bar
,,,Privilege
,,,Orb
,,,In The Wings
http://commons.wikimedia.org/wiki/Special:FilePath/Glorious%20Days%28AUS%29%20at%202013%20Yasuda%20kinen.jpg,,,Glorious Days
http://commons.wikimedia.org/wiki/Special:FilePath/Novellist1.jpg,,,Novellist
,,,Oligo
http://commons.wikimedia.org/wiki/Special:FilePath/Thumbs%20Up%20with%20blanker.jpg,,,Thumbs Up
http://commons.wikimedia.org/wiki/Special:FilePath/JFKcapitolNov25%2763.jpg,,,Black Jack
,,,Park Express
,,,Almutawakel
,,,Flanders
,,,Tugela
http://commons.wikimedia.org/wiki/Special:FilePath/Treve.jpg,,,Trêve
,,,Gold-Fun
,,,Elmaamul
,,,Spanker
,,,Petition
,,,Bellypha
,,,Sharpen Up
http://commons.wikimedia.org/wiki/Special:FilePath/Blair%20Athol2.jpg,,,Blair Athol
http://commons.wikimedia.org/wiki/Special:FilePath/Horse%20Orme.jpg,,,Orme
http://commons.wikimedia.org/wiki/Special:FilePath/Prix%20du%20Cornulier%202014%20-%20Victoire%20de%20Roxane%20Griff.jpg,,,Roxane Griff
,,,Turtle Island
,,,Military Attack
,,,Faust
,,,Anilin
,,,Pastorious
,,,Q15839979
,,,Luger
http://commons.wikimedia.org/wiki/Special:FilePath/Bullish%20Cash.jpg,,,Bullish Cash
http://commons.wikimedia.org/wiki/Special:FilePath/Absolute%20Champion%2020071209.JPG,,,Absolute Champion
http://commons.wikimedia.org/wiki/Special:FilePath/Entrapment%2020111120.jpg,,,Entrapment
http://commons.wikimedia.org/wiki/Special:FilePath/Sweet%20Orange%20%28horse%29.JPG,,,Sweet Orange
,,,Landing Light
,,,Q15965249
,,,Chompion
,,,In Style
,,,Albertas Run
,,,Back In Front
,,,Barton
,,,Big Zeb
,,,Delta
,,,Ebaziya
,,,Enzeli
,,,Aces Four
,,,Andiamo
,,,Belle's Good Cide
,,,Tulle
http://commons.wikimedia.org/wiki/Special:FilePath/Chamossaire%27s%20Statue%20-%20geograph.org.uk%20-%20978570.jpg,,,Chamossaire
,,,Bahama
http://commons.wikimedia.org/wiki/Special:FilePath/Barilla2012.jpg,,,Barilla
,,,Courlis du Pont
,,,Jardy
,,,Q16651576
http://commons.wikimedia.org/wiki/Special:FilePath/Myrtille%20printemps%202000.jpg,,,Myrtille Paulois
,,,Polar Rochelais
,,,Queila Gede
,,,Reine du Corta
,,,Sea Cove
,,,Speed Clayettois
,,,Ultra Ducal
,,,Ursulo de Crouay
,,,Vivier de Montfort
,,,Eleazar
http://commons.wikimedia.org/wiki/Special:FilePath/California%20Chrome%20Preakness%20finish.jpg,,,California Chrome
,,,Wolfhound
,,,Ad Valorem
http://commons.wikimedia.org/wiki/Special:FilePath/African%20Story%20and%20Candy%20Boy.jpg,,,African Story
,,,Al Ferof
http://commons.wikimedia.org/wiki/Special:FilePath/AlKazeem.JPG,,,Al Kazeem
,,,Alkaased
http://commons.wikimedia.org/wiki/Special:FilePath/Annie%20Power.jpg,,,Annie Power
,,,Arcalis
,,,Auroras Encore
,,,Awaasif
,,,Binocular
,,,Bireme
,,,Ally Sloper
,,,Almaarad
http://commons.wikimedia.org/wiki/Special:FilePath/Champagne%20Fever%20crop.jpg,,,Champagne Fever
,,,Charon
,,,Circus Ring
,,,Apollo Eleven
,,,Committed
,,,Crimplene
http://commons.wikimedia.org/wiki/Special:FilePath/Cue%20Card%20%288714291853%29.jpg,,,Cue Card
,,,Dank
,,,Darlan
http://commons.wikimedia.org/wiki/Special:FilePath/Declaration%20of%20War%20crop.jpg,,,Declaration of War
,,,Detroit
http://commons.wikimedia.org/wiki/Special:FilePath/Australia%20face.png,,,Australia
,,,Estimate
http://commons.wikimedia.org/wiki/Special:FilePath/Farhh.JPG,,,Farhh
http://commons.wikimedia.org/wiki/Special:FilePath/Fiorente%2C%202013%20Melbourne%20Cup.jpg,,,Fiorente
http://commons.wikimedia.org/wiki/Special:FilePath/Fiveforthree.jpg,,,Fiveforthree
,,,Flat Out
,,,Folklore
,,,Forpadydeplasterer
,,,Go Native
,,,Got Koko
,,,Granville Again
,,,Green Forest
,,,Grey Swallow
,,,Groupie Doll
,,,Habibi
,,,Hear The Echo
,,,Hold That Tiger
,,,Hula Dancer
,,,Bryan G.
,,,Indian Ink
,,,Indian Queen
http://commons.wikimedia.org/wiki/Special:FilePath/Intersky%20Falcon.jpg,,,Intersky Falcon
,,,Querlybet Hero
http://commons.wikimedia.org/wiki/Special:FilePath/2013%20Longines%20Global%20Champions%20-%20Lausanne%20-%2014-09-2013%20-%20Alexandra%20Paillot%20et%20Regina%20de%20Chamant%201.jpg,,,Regina de Chamant
http://commons.wikimedia.org/wiki/Special:FilePath/Arthur%20Da%20Silva%20%26%20Qui%20Vive%20de%20la%20Tour%20-%202013%20Longines%20Global%20Champions%20Tour.jpg,,,Qui Vive de la Tour
http://commons.wikimedia.org/wiki/Special:FilePath/Zeta%20de%20hus%20equita%202.jpg,,,Zeta de Hus
http://commons.wikimedia.org/wiki/Special:FilePath/Maimarkt%20Mannheim%202014%20-%2051.%20Maimarkt-Turnier-069.JPG,,,Al Capone
http://commons.wikimedia.org/wiki/Special:FilePath/2013%20Longines%20Global%20Champions%20-%20Lausanne%20-%2014-09-2013%20-%20Emilie%20Paillot%20et%20Robert%20Le%20Dyable.jpg,,,Robert Le Dyable
http://commons.wikimedia.org/wiki/Special:FilePath/WPT2013-CSI5-01-GertJan%20Bruggink-Andrea-1.JPG,,,Andrea
http://commons.wikimedia.org/wiki/Special:FilePath/John%20Whitaker%20and%20Argento%20jumping%20at%20Olympia%202017.jpg,,,Argento
http://commons.wikimedia.org/wiki/Special:FilePath/Keiai%20Nautique%20%28JPN%29%20IMG%209798-1%2020170603.jpg,,,Keiai Nautique
,,,Cecchino
http://commons.wikimedia.org/wiki/Special:FilePath/Albiano%20IMG%209599r%20R%2020151122.JPG,,,Albiano
,,,Admire Miyabi
,,,Mosheen
http://commons.wikimedia.org/wiki/Special:FilePath/Jour%20Polaire%28JPN%29%20IMG%205922-1%2020170311.jpg,,,Jour Polaire
,,,Sweet Reason
,,,Moonquake
,,,Vanquish Run
,,,Princesse blanche
http://commons.wikimedia.org/wiki/Special:FilePath/Lily%20Noble%28JPN%29%20IMG%209528-1%2020180303.jpg,,,Lily Noble
,,,Mind Your Biscuits
,,,Masar
,,,Tiger Roll
http://commons.wikimedia.org/wiki/Special:FilePath/AmanivsEnteraBuena.jpg,,,Dime Qué
http://commons.wikimedia.org/wiki/Special:FilePath/Mozu%20Ascot%28USA%29%20IMG%209103-1%2020180225.jpg,,,Mozu Ascot
,,,Study of Man
http://commons.wikimedia.org/wiki/Special:FilePath/Royal%20Lancer%20by%20James%20Lynwood%20Palmer.jpg,,,Royal Lancer
,,,Bolt d'Oro
,,,Magnum Moon
http://commons.wikimedia.org/wiki/Special:FilePath/DSC%203263MonomoyGirl.jpg,,,Monomoy Girl
,,,Two Bob
,,,Blush With Pride
http://commons.wikimedia.org/wiki/Special:FilePath/Satono%20Arthur%20-%20Japanese%20Derby%202017%20%2834952291875%29.jpg,,,Satono Arthur
,,,Stage Magic
,,,Magical Illusion
,,,Voodoo Lily
,,,Baby Zip
,,,Thirty Zip
,,,Love Style
,,,Likeable Style
,,,Personable Lady
,,,Porthole
,,,Myth
,,,Yarn
,,,Narrate
,,,State
,,,Tularia
,,,Neocracy
,,,Harina
,,,Athasi
,,,Primal Force
,,,Runaway Bride
,,,Aimee
,,,Emali
,,,Umidwar
,,,Eclair
,,,Sansonnet
,,,Lady Josephine
,,,Americus Girl
,,,Mother In Law
,,,Darkie
,,,Thurio
,,,Gonfalon
,,,Baldski
,,,Cap the Moment
,,,Island Kitty
,,,Preach
,,,Monarchy
,,,South Ocean
,,,Raise You
,,,Case Ace
,,,Lady Glory
,,,Beloved
,,,Bill and Coo
,,,Lady Comfey
,,,Sweetheart
,,,Ultimus
,,,Humanity
,,,Rondeau
,,,Geisha
,,,Kerala
,,,Blade of Time
,,,Bar Nothing
,,,Beaming Beauty
,,,Perfume
,,,Loika
,,,Coeur a Coeur
,,,Ballantrae
,,,Abeyance
,,,Gay Laura
,,,Durban
,,,Banshee
,,,Armenia
,,,Satirical
,,,Urania
,,,Wanda
,,,Mortemer
,,,Minnie Minor
,,,Satiety
,,,Chaff
,,,Wifey
,,,Dual Peppy
,,,Saritamer
,,,Bitty Girl
,,,Boldboy
,,,Brooklyn Supreme
http://commons.wikimedia.org/wiki/Special:FilePath/Wild%20Man%20From%20Borneo.jpg,,,Wild Man From Borneo
,,,Charm Spirit
,,,Take A Reef
,,,Dibidale
http://commons.wikimedia.org/wiki/Special:FilePath/Close%20Hatches.jpg,,,Close Hatches
,,,Caracolero
,,,Ridponny
,,,Bunting
http://commons.wikimedia.org/wiki/Special:FilePath/Spielberg%20Tenno-Sho%28Autumn%29%202014%28IMG3%29.jpg,,,Spielberg
